customer_reference_id,item_purchased,purchase_amount,date_purchase,review_rating,payment_method,item_purchased_encoded,payment_method_encoded,purchase_month,purchase_weekday,purchase_day,avg_spend_per_customer
4048,Cardigan,160.0,2023-03-27,2.7,Cash,7,0,3,0,27,113.87
4081,Loafers,144.0,2022-11-01,1.2,Credit Card,21,1,11,1,1,106.95
3978,Socks,35.0,2022-11-29,1.2,Cash,36,0,11,1,29,130.17
4069,Pants,55.0,2023-01-25,4.9,Cash,25,0,1,2,25,68.14
4005,Flannel Shirt,191.0,2023-03-23,3.5,Cash,10,0,3,3,23,112.33
3963,Dress,42.0,2022-10-19,3.3,Cash,9,0,10,2,19,108.08
4108,Blouse,135.0,2023-01-25,3.1,Cash,3,0,1,2,25,379.33
3973,Umbrella,57.0,2023-07-12,3.0,Cash,47,0,7,2,12,206.25
4095,Sun Hat,74.0,2023-07-15,1.3,Credit Card,37,1,7,5,15,94.06
4121,Overalls,132.0,2023-02-24,2.1,Cash,23,0,2,4,24,124.38
4093,Shorts,157.0,2023-08-17,1.0,Cash,32,0,8,3,17,100.29
4072,Onesie,23.0,2023-01-09,2.4,Cash,22,0,1,0,9,111.31
3966,Polo Shirt,87.0,2023-01-08,3.3,Cash,26,0,1,6,8,121.55
4043,Scarf,165.0,2023-02-05,1.7,Credit Card,31,1,2,6,5,126.6
3967,Coat,168.0,2023-04-21,4.9,Credit Card,8,1,4,4,21,108.39
4060,Tunic,143.0,2022-12-24,4.2,Credit Card,46,1,12,5,24,296.06
3987,Wallet,123.0,2023-08-01,2.5,Credit Card,49,1,8,1,1,112.31
4090,Hoodie,88.0,2022-12-08,2.0,Cash,15,0,12,3,8,102.06
4074,Skirt,25.0,2022-10-05,3.6,Credit Card,33,1,10,2,5,99.89
4094,Belt,199.0,2023-07-04,1.8,Credit Card,1,1,7,1,4,111.13
4016,Coat,179.0,2023-07-17,1.7,Credit Card,8,1,7,0,17,85.77
3966,Pajamas,151.0,2023-08-28,1.8,Credit Card,24,1,8,0,28,121.55
3961,Gloves,162.0,2022-12-05,3.0,Credit Card,12,1,12,0,5,106.13
4077,Camisole,18.0,2023-02-16,2.4,Cash,6,0,2,3,16,128.89
4115,Sandals,190.0,2023-02-17,2.8,Cash,30,0,2,4,17,242.44
3968,Wallet,126.0,2022-11-17,4.3,Credit Card,49,1,11,3,17,97.95
3990,Wallet,77.0,2023-07-25,2.5,Credit Card,49,1,7,1,25,106.69
3960,Shorts,170.0,2022-10-31,1.8,Cash,32,0,10,0,31,97.08
4001,Wallet,60.0,2023-05-17,2.4,Cash,49,0,5,2,17,258.11
4118,Blouse,149.0,2023-03-21,4.2,Cash,3,0,3,1,21,97.59
3969,Polo Shirt,48.0,2023-08-04,3.8,Cash,26,0,8,4,4,88.09
4035,Handbag,46.0,2023-04-21,4.3,Credit Card,13,1,4,4,21,601.5
4113,Hoodie,155.0,2023-08-05,1.1,Credit Card,15,1,8,5,5,119.31
4000,Tank Top,122.0,2023-08-12,3.6,Cash,42,0,8,5,12,83.94
3973,Gloves,189.0,2022-10-30,2.5,Credit Card,12,1,10,6,30,206.25
3984,Sunglasses,79.0,2022-12-01,3.4,Cash,38,0,12,3,1,451.93
4084,Loafers,163.0,2023-02-03,3.5,Credit Card,21,1,2,4,3,105.1
4114,Backpack,92.0,2023-04-25,2.3,Credit Card,0,1,4,1,25,89.93
4013,Trousers,16.0,2023-01-11,1.4,Credit Card,45,1,1,2,11,88.93
4008,Romper,157.0,2023-06-05,1.7,Credit Card,29,1,6,0,5,98.45
4043,Poncho,182.0,2023-03-09,2.8,Cash,27,0,3,3,9,126.6
4059,Camisole,157.0,2023-07-30,2.7,Cash,6,0,7,6,30,97.87
3987,Backpack,130.0,2023-02-21,2.5,Credit Card,0,1,2,1,21,112.31
4104,Backpack,123.0,2022-12-22,3.7,Credit Card,0,1,12,3,22,123.0
4096,Sun Hat,56.0,2022-11-04,4.9,Cash,37,0,11,4,4,103.38
3992,Belt,121.0,2022-10-09,4.1,Credit Card,1,1,10,6,9,107.63
4039,Gloves,135.0,2023-04-16,3.0,Credit Card,12,1,4,6,16,109.3
4011,Gloves,130.0,2023-01-03,4.1,Cash,12,0,1,1,3,94.75
3968,Sandals,95.0,2023-08-02,2.6,Credit Card,30,1,8,2,2,97.95
4001,Cardigan,94.0,2023-08-26,4.7,Credit Card,7,1,8,5,26,258.11
4042,Hoodie,136.0,2022-11-18,4.9,Credit Card,15,1,11,4,18,111.32
3973,Shorts,112.0,2023-07-18,1.8,Cash,32,0,7,1,18,206.25
3987,Hoodie,150.0,2023-01-14,4.0,Cash,15,0,1,5,14,112.31
4063,Slippers,39.0,2023-08-16,4.1,Credit Card,34,1,8,2,16,98.41
4000,Socks,113.0,2022-11-21,2.8,Cash,36,0,11,0,21,83.94
4051,Poncho,10.0,2023-07-29,1.0,Cash,27,0,7,5,29,101.75
4098,Shorts,148.0,2022-12-08,4.5,Credit Card,32,1,12,3,8,87.07
3999,Sunglasses,23.0,2023-01-02,1.3,Cash,38,0,1,0,2,93.65
4105,Leggings,23.0,2022-11-09,3.7,Credit Card,20,1,11,2,9,83.22
3967,Pajamas,150.0,2023-09-26,2.5,Credit Card,24,1,9,1,26,108.39
3982,Poncho,188.0,2022-11-22,3.7,Credit Card,27,1,11,1,22,137.67
4118,T-shirt,17.0,2023-06-05,4.7,Cash,41,0,6,0,5,97.59
4113,Blazer,165.0,2023-04-10,4.3,Cash,2,0,4,0,10,119.31
4053,Sweater,191.0,2023-01-28,4.1,Credit Card,39,1,1,5,28,140.33
3961,Polo Shirt,151.0,2022-12-06,4.1,Credit Card,26,1,12,1,6,106.13
4081,Socks,67.0,2023-05-06,4.1,Credit Card,36,1,5,5,6,106.95
3977,Pajamas,39.0,2023-02-19,4.3,Credit Card,24,1,2,6,19,73.21
3958,Belt,40.0,2023-06-01,2.7,Cash,1,0,6,3,1,75.62
3958,Leggings,49.0,2023-03-14,1.3,Cash,20,0,3,1,14,75.62
4002,Jumpsuit,193.0,2022-12-18,4.0,Credit Card,18,1,12,6,18,287.27
3979,Swimsuit,190.0,2023-09-08,1.9,Cash,40,0,9,4,8,111.67
4108,Umbrella,133.0,2023-06-19,4.1,Credit Card,47,1,6,0,19,379.33
4029,Blouse,72.0,2023-08-20,2.4,Credit Card,3,1,8,6,20,84.4
4063,Flannel Shirt,47.0,2023-04-24,3.4,Credit Card,10,1,4,0,24,98.41
4078,Wallet,163.0,2023-02-07,4.7,Credit Card,49,1,2,1,7,115.24
3989,Loafers,44.0,2023-04-16,1.6,Cash,21,0,4,6,16,100.5
4009,Slippers,80.0,2022-11-23,1.8,Cash,34,0,11,2,23,75.8
3993,Gloves,116.0,2022-12-13,2.4,Credit Card,12,1,12,1,13,100.45
4120,Skirt,139.0,2023-09-26,2.7,Credit Card,33,1,9,1,26,110.88
4026,Vest,10.0,2022-10-15,2.5,Credit Card,48,1,10,5,15,98.93
4090,T-shirt,86.0,2023-08-15,1.1,Cash,41,0,8,1,15,102.06
4072,Polo Shirt,158.0,2023-05-07,2.7,Credit Card,26,1,5,6,7,111.31
4062,Overalls,135.0,2022-12-02,3.7,Cash,23,0,12,4,2,85.07
4018,Leggings,124.0,2023-05-19,2.9,Credit Card,20,1,5,4,19,88.69
4113,Cardigan,149.0,2022-10-15,1.4,Cash,7,0,10,5,15,119.31
3966,Gloves,92.0,2022-10-04,4.2,Credit Card,12,1,10,1,4,121.55
4003,Umbrella,108.0,2023-08-01,3.3,Cash,47,0,8,1,1,117.21
4084,Overalls,115.0,2022-12-22,2.8,Credit Card,23,1,12,3,22,105.1
3979,Loafers,190.0,2023-07-01,4.1,Cash,21,0,7,5,1,111.67
4117,Cardigan,107.0,2023-02-16,2.0,Credit Card,7,1,2,3,16,103.58
4034,Pants,179.0,2023-03-12,3.4,Cash,25,0,3,6,12,117.75
4046,Poncho,176.0,2022-12-11,2.8,Cash,27,0,12,6,11,116.0
4064,Wallet,136.0,2023-02-17,2.9,Credit Card,49,1,2,4,17,115.62
3958,Tank Top,42.0,2022-11-02,3.1,Credit Card,42,1,11,2,2,75.62
4099,Dress,161.0,2023-01-07,4.1,Cash,9,0,1,5,7,375.12
4017,Loafers,35.0,2022-12-26,3.1,Cash,21,0,12,0,26,238.5
4006,Leggings,122.0,2023-09-28,3.7,Credit Card,20,1,9,3,28,99.22
4092,Trench Coat,13.0,2022-11-03,3.4,Credit Card,44,1,11,3,3,127.43
3981,Tank Top,114.0,2023-04-01,4.3,Cash,42,0,4,5,1,392.0
4115,Shorts,49.0,2023-09-20,2.8,Cash,32,0,9,2,20,242.44
4095,Romper,77.0,2023-03-20,1.5,Credit Card,29,1,3,0,20,94.06
4086,Sunglasses,187.0,2023-04-01,2.5,Cash,38,0,4,5,1,102.83
4013,Onesie,30.0,2022-10-07,3.7,Cash,22,0,10,4,7,88.93
4075,Handbag,182.0,2023-03-13,2.3,Credit Card,13,1,3,0,13,307.26
4117,Scarf,107.0,2022-11-19,4.3,Credit Card,31,1,11,5,19,103.58
4010,Kimono,170.0,2023-02-17,1.7,Cash,19,0,2,4,17,124.33
4027,Cardigan,134.0,2023-01-17,1.1,Cash,7,0,1,1,17,103.2
3970,Romper,19.0,2022-12-12,3.5,Cash,29,0,12,0,12,119.56
4006,Pajamas,70.0,2022-11-22,2.4,Cash,24,0,11,1,22,99.22
3995,Trousers,33.0,2023-08-25,2.0,Credit Card,45,1,8,4,25,101.88
4002,Scarf,123.0,2023-01-31,3.5,Credit Card,31,1,1,1,31,287.27
3968,Gloves,17.0,2022-10-27,3.8,Credit Card,12,1,10,3,27,97.95
4122,Poncho,85.0,2023-05-16,3.9,Cash,27,0,5,1,16,105.42
4050,Sweater,120.0,2023-06-07,2.8,Cash,39,0,6,2,7,101.67
4010,Hat,154.0,2023-05-26,1.6,Credit Card,14,1,5,4,26,124.33
4068,Kimono,56.0,2023-08-24,3.6,Credit Card,19,1,8,3,24,95.41
4114,Blazer,168.0,2023-05-28,4.0,Cash,2,0,5,6,28,89.93
4073,Wallet,137.0,2023-08-07,1.1,Cash,49,0,8,0,7,110.26
3968,Coat,46.0,2022-12-05,2.0,Credit Card,8,1,12,0,5,97.95
3983,Jeans,173.0,2023-04-11,4.5,Cash,17,0,4,1,11,96.92
3970,Sun Hat,75.0,2023-09-21,2.7,Cash,37,0,9,3,21,119.56
4094,Vest,129.0,2023-02-07,1.8,Credit Card,48,1,2,1,7,111.13
4002,Trousers,183.0,2022-12-08,2.2,Credit Card,45,1,12,3,8,287.27
3997,Belt,28.0,2022-12-19,4.4,Credit Card,1,1,12,0,19,317.25
3964,Umbrella,98.0,2022-11-18,4.2,Cash,47,0,11,4,18,115.93
4081,Onesie,86.0,2023-06-15,2.9,Credit Card,22,1,6,3,15,106.95
4088,Raincoat,118.0,2023-07-08,2.7,Credit Card,28,1,7,5,8,108.27
3986,Tunic,126.0,2023-01-30,4.1,Cash,46,0,1,0,30,328.22
3975,Vest,60.0,2023-09-29,3.7,Credit Card,48,1,9,4,29,90.5
4017,Vest,133.0,2023-02-09,4.6,Cash,48,0,2,3,9,238.5
4108,Flannel Shirt,101.0,2023-09-12,1.1,Cash,10,0,9,1,12,379.33
4105,Camisole,189.0,2023-03-15,1.5,Credit Card,6,1,3,2,15,83.22
4040,Cardigan,178.0,2023-09-25,3.4,Cash,7,0,9,0,25,383.47
4064,Cardigan,12.0,2023-07-05,2.3,Credit Card,7,1,7,2,5,115.62
4007,Tank Top,185.0,2022-11-27,1.1,Cash,42,0,11,6,27,106.5
4040,Socks,22.0,2023-07-31,1.3,Credit Card,36,1,7,0,31,383.47
4015,Tank Top,200.0,2023-01-02,3.8,Cash,42,0,1,0,2,104.57
3985,Sun Hat,83.0,2022-10-05,3.4,Cash,37,0,10,2,5,104.89
4040,Vest,68.0,2023-03-05,2.3,Credit Card,48,1,3,6,5,383.47
4015,Skirt,100.0,2023-07-06,4.7,Credit Card,33,1,7,3,6,104.57
4017,Leggings,183.0,2023-06-11,2.4,Credit Card,20,1,6,6,11,238.5
4062,Tunic,178.0,2022-10-23,2.8,Credit Card,46,1,10,6,23,85.07
4008,Slippers,45.0,2023-05-10,1.8,Credit Card,34,1,5,2,10,98.45
4053,Sweater,170.0,2023-06-11,3.7,Cash,39,0,6,6,11,140.33
4013,Romper,89.0,2023-08-22,1.1,Cash,29,0,8,1,22,88.93
3975,Blazer,18.0,2023-04-15,4.9,Credit Card,2,1,4,5,15,90.5
4077,Overalls,197.0,2023-07-23,3.2,Credit Card,23,1,7,6,23,128.89
4081,Coat,93.0,2023-01-16,2.5,Credit Card,8,1,1,0,16,106.95
3970,Sunglasses,54.0,2023-01-30,2.3,Credit Card,38,1,1,0,30,119.56
4068,Blouse,148.0,2022-12-28,1.1,Cash,3,0,12,2,28,95.41
3994,Bowtie,103.0,2023-07-30,1.7,Credit Card,5,1,7,6,30,112.16
4012,Tank Top,79.0,2023-07-30,2.7,Cash,42,0,7,6,30,312.0
4113,Onesie,75.0,2023-07-14,1.1,Credit Card,22,1,7,4,14,119.31
4073,Cardigan,133.0,2023-05-10,3.2,Credit Card,7,1,5,2,10,110.26
4002,Pants,85.0,2023-04-01,1.9,Cash,25,0,4,5,1,287.27
4056,Scarf,96.0,2022-11-19,1.5,Cash,31,0,11,5,19,101.13
4052,Scarf,129.0,2023-04-03,4.4,Credit Card,31,1,4,0,3,112.89
4074,Socks,67.0,2022-10-31,5.0,Credit Card,36,1,10,0,31,99.89
4006,Poncho,195.0,2022-12-25,1.7,Credit Card,27,1,12,6,25,99.22
4118,Backpack,111.0,2023-03-25,4.1,Credit Card,0,1,3,5,25,97.59
4048,T-shirt,152.0,2023-05-29,2.6,Cash,41,0,5,0,29,113.87
4026,Swimsuit,111.0,2023-07-06,4.0,Cash,40,0,7,3,6,98.93
4042,Sunglasses,126.0,2023-02-27,2.5,Credit Card,38,1,2,0,27,111.32
3989,Skirt,182.0,2023-05-11,4.5,Credit Card,33,1,5,3,11,100.5
3965,Umbrella,107.0,2023-02-19,4.0,Credit Card,47,1,2,6,19,103.73
4102,Pants,105.0,2022-10-31,3.1,Cash,25,0,10,0,31,216.11
4028,Belt,16.0,2023-03-21,2.9,Cash,1,0,3,1,21,80.44
3991,Umbrella,153.0,2023-08-23,2.8,Cash,47,0,8,2,23,118.5
3985,Coat,166.0,2023-06-16,1.7,Cash,8,0,6,4,16,104.89
4076,Sweater,26.0,2023-04-03,3.1,Cash,39,0,4,0,3,80.7
4074,Skirt,128.0,2023-06-28,2.9,Credit Card,33,1,6,2,28,99.89
4064,Raincoat,87.0,2023-06-30,4.6,Credit Card,28,1,6,4,30,115.62
4000,Onesie,39.0,2023-01-08,3.6,Credit Card,22,1,1,6,8,83.94
4013,Sweater,87.0,2022-12-28,3.5,Cash,39,0,12,2,28,88.93
4032,Shorts,39.0,2023-03-15,3.5,Credit Card,32,1,3,2,15,93.29
3997,Backpack,44.0,2023-05-13,4.8,Credit Card,0,1,5,5,13,317.25
4120,Trousers,104.0,2023-09-30,2.0,Credit Card,45,1,9,5,30,110.88
4113,Slippers,200.0,2023-06-03,2.9,Credit Card,34,1,6,5,3,119.31
4104,Pants,200.0,2023-04-27,4.0,Credit Card,25,1,4,3,27,123.0
4098,Handbag,116.0,2022-12-29,3.6,Credit Card,13,1,12,3,29,87.07
4015,Camisole,135.0,2022-10-11,4.5,Credit Card,6,1,10,1,11,104.57
3979,Vest,81.0,2023-06-19,1.6,Cash,48,0,6,0,19,111.67
4090,Dress,123.0,2023-04-23,4.7,Cash,9,0,4,6,23,102.06
4082,Shorts,70.0,2023-06-05,2.3,Credit Card,32,1,6,0,5,124.9
4012,Boots,35.0,2022-12-05,4.6,Credit Card,4,1,12,0,5,312.0
4108,Vest,104.0,2023-09-04,2.8,Cash,48,0,9,0,4,379.33
4078,Kimono,175.0,2023-07-28,3.4,Cash,19,0,7,4,28,115.24
4075,Blazer,111.0,2022-12-27,4.2,Cash,2,0,12,1,27,307.26
4028,Tank Top,41.0,2023-04-05,3.0,Credit Card,42,1,4,2,5,80.44
3960,Loafers,126.0,2023-03-07,3.4,Credit Card,21,1,3,1,7,97.08
4020,Backpack,173.0,2023-08-24,2.8,Cash,0,0,8,3,24,128.08
4020,Poncho,15.0,2023-03-14,1.0,Credit Card,27,1,3,1,14,128.08
4068,Jumpsuit,42.0,2022-11-12,4.5,Cash,18,0,11,5,12,95.41
4105,Tank Top,62.0,2023-07-28,4.4,Credit Card,42,1,7,4,28,83.22
4108,Wallet,63.0,2022-12-27,2.0,Credit Card,49,1,12,1,27,379.33
3995,Hoodie,69.0,2023-07-13,1.5,Credit Card,15,1,7,3,13,101.88
4103,Jumpsuit,47.0,2022-12-22,3.6,Credit Card,18,1,12,3,22,100.53
3958,Overalls,162.0,2022-12-29,1.1,Cash,23,0,12,3,29,75.62
3968,Pajamas,47.0,2023-03-30,2.6,Credit Card,24,1,3,3,30,97.95
3967,Sneakers,148.0,2022-10-06,4.1,Credit Card,35,1,10,3,6,108.39
4077,Handbag,54.0,2022-11-25,3.9,Credit Card,13,1,11,4,25,128.89
3965,Bowtie,43.0,2023-01-03,1.5,Credit Card,5,1,1,1,3,103.73
4092,T-shirt,70.0,2023-09-06,4.0,Credit Card,41,1,9,2,6,127.43
4057,Shorts,14.0,2023-08-23,1.7,Cash,32,0,8,2,23,96.13
4072,Shorts,144.0,2023-03-04,1.4,Credit Card,32,1,3,5,4,111.31
3978,Wallet,102.0,2023-07-11,2.0,Credit Card,49,1,7,1,11,130.17
4099,Trench Coat,37.0,2023-04-30,2.8,Cash,44,0,4,6,30,375.12
3960,Gloves,66.0,2023-01-06,3.8,Cash,12,0,1,4,6,97.08
4061,Jeans,21.0,2023-07-30,3.4,Credit Card,17,1,7,6,30,81.67
4012,Slippers,178.0,2023-02-07,1.6,Cash,34,0,2,1,7,312.0
3990,Sunglasses,127.0,2023-01-02,1.9,Cash,38,0,1,0,2,106.69
4048,Sunglasses,17.0,2023-08-28,2.5,Cash,38,0,8,0,28,113.87
4018,Sneakers,112.0,2022-11-17,3.5,Credit Card,35,1,11,3,17,88.69
4122,Tank Top,37.0,2022-12-27,2.8,Cash,42,0,12,1,27,105.42
3980,Poncho,123.0,2022-12-24,4.0,Credit Card,27,1,12,5,24,250.75
4035,Hat,26.0,2022-11-15,1.1,Credit Card,14,1,11,1,15,601.5
4074,Onesie,159.0,2023-07-20,2.0,Credit Card,22,1,7,3,20,99.89
4103,Backpack,93.0,2023-07-22,4.0,Credit Card,0,1,7,5,22,100.53
4106,Tank Top,162.0,2022-12-30,2.6,Cash,42,0,12,4,30,111.06
3963,Belt,126.0,2023-08-02,1.7,Credit Card,1,1,8,2,2,108.08
4073,Blazer,120.0,2022-10-07,1.6,Cash,2,0,10,4,7,110.26
3992,Blouse,177.0,2023-08-08,4.5,Cash,3,0,8,1,8,107.63
4060,Skirt,151.0,2023-09-26,1.7,Cash,33,0,9,1,26,296.06
4004,Leggings,65.0,2023-09-02,1.7,Cash,20,0,9,5,2,104.0
4051,Jacket,68.0,2023-05-03,1.1,Credit Card,16,1,5,2,3,101.75
4117,Romper,126.0,2023-04-21,2.4,Credit Card,29,1,4,4,21,103.58
4075,Polo Shirt,196.0,2022-12-28,1.9,Credit Card,26,1,12,2,28,307.26
3957,Vest,180.0,2023-05-17,3.6,Cash,48,0,5,2,17,97.8
4117,Tank Top,49.0,2022-10-22,2.8,Credit Card,42,1,10,5,22,103.58
3975,Jeans,131.0,2022-12-09,4.6,Credit Card,17,1,12,4,9,90.5
4042,Sun Hat,33.0,2023-04-24,3.1,Credit Card,37,1,4,0,24,111.32
4092,Polo Shirt,200.0,2022-10-02,1.8,Credit Card,26,1,10,6,2,127.43
3965,Flannel Shirt,43.0,2023-02-13,2.6,Cash,10,0,2,0,13,103.73
4066,Jacket,153.0,2022-10-28,1.3,Credit Card,16,1,10,4,28,107.6
4026,Flannel Shirt,41.0,2023-07-26,3.1,Credit Card,10,1,7,2,26,98.93
4113,Slippers,180.0,2023-04-04,4.5,Credit Card,34,1,4,1,4,119.31
4095,Polo Shirt,118.0,2023-05-10,1.2,Credit Card,26,1,5,2,10,94.06
4104,Romper,194.0,2023-01-09,2.0,Cash,29,0,1,0,9,123.0
3977,Shorts,89.0,2022-11-05,3.6,Cash,32,0,11,5,5,73.21
4115,Tunic,157.0,2023-06-03,3.8,Cash,46,0,6,5,3,242.44
4042,Tunic,49.0,2023-02-24,1.2,Cash,46,0,2,4,24,111.32
3971,Scarf,67.0,2023-08-29,3.2,Cash,31,0,8,1,29,101.82
4050,Shorts,104.0,2022-10-11,4.3,Credit Card,32,1,10,1,11,101.67
3985,Loafers,67.0,2023-08-12,3.1,Credit Card,21,1,8,5,12,104.89
4050,Hat,169.0,2022-10-27,3.3,Cash,14,0,10,3,27,101.67
4076,T-shirt,174.0,2022-11-14,2.9,Credit Card,41,1,11,0,14,80.7
4115,Sun Hat,165.0,2023-07-23,4.1,Credit Card,37,1,7,6,23,242.44
3967,Bowtie,187.0,2023-01-22,3.5,Credit Card,5,1,1,6,22,108.39
4050,Leggings,56.0,2023-02-04,1.5,Credit Card,20,1,2,5,4,101.67
4001,Dress,99.0,2023-01-12,3.2,Credit Card,9,1,1,3,12,258.11
4100,Sunglasses,154.0,2023-08-15,3.3,Credit Card,38,1,8,1,15,118.57
3974,Scarf,27.0,2022-12-31,1.4,Cash,31,0,12,5,31,237.2
4009,Coat,17.0,2022-12-23,4.2,Credit Card,8,1,12,4,23,75.8
4018,Sandals,97.0,2022-11-18,3.4,Cash,30,0,11,4,18,88.69
3986,Dress,93.0,2023-08-01,3.1,Cash,9,0,8,1,1,328.22
4079,Hoodie,155.0,2023-01-23,2.2,Credit Card,15,1,1,0,23,124.4
4105,Shorts,23.0,2023-04-15,2.0,Credit Card,32,1,4,5,15,83.22
4014,Blazer,22.0,2023-09-22,2.8,Cash,2,0,9,4,22,71.2
4039,Swimsuit,79.0,2022-10-25,4.8,Credit Card,40,1,10,1,25,109.3
4047,Polo Shirt,118.0,2023-05-04,2.3,Credit Card,26,1,5,3,4,113.0
4025,Coat,123.0,2022-10-12,2.9,Credit Card,8,1,10,2,12,129.0
4085,Belt,65.0,2023-06-29,1.3,Credit Card,1,1,6,3,29,95.08
4065,Wallet,39.0,2022-12-14,2.2,Cash,49,0,12,2,14,113.95
4027,T-shirt,38.0,2023-05-26,2.8,Cash,41,0,5,4,26,103.2
3970,Boots,183.0,2023-06-07,3.2,Credit Card,4,1,6,2,7,119.56
3973,Blazer,144.0,2023-09-04,4.1,Cash,2,0,9,0,4,206.25
4052,Dress,21.0,2022-10-21,1.9,Cash,9,0,10,4,21,112.89
4045,Flannel Shirt,163.0,2023-03-15,2.3,Cash,10,0,3,2,15,107.46
4081,Wallet,64.0,2023-02-22,3.4,Credit Card,49,1,2,2,22,106.95
4085,Polo Shirt,75.0,2023-04-24,1.6,Credit Card,26,1,4,0,24,95.08
4091,Bowtie,40.0,2022-11-27,4.1,Cash,5,0,11,6,27,117.92
4077,Sunglasses,54.0,2023-05-04,1.6,Cash,38,0,5,3,4,128.89
4093,Tank Top,68.0,2023-06-01,4.2,Cash,42,0,6,3,1,100.29
4031,Leggings,181.0,2023-05-13,2.1,Cash,20,0,5,5,13,132.19
4072,Flannel Shirt,28.0,2022-12-07,2.9,Cash,10,0,12,2,7,111.31
4115,Raincoat,199.0,2023-04-20,2.2,Credit Card,28,1,4,3,20,242.44
4005,Trench Coat,90.0,2023-09-29,2.7,Credit Card,44,1,9,4,29,112.33
4074,Scarf,156.0,2023-06-28,2.7,Credit Card,31,1,6,2,28,99.89
3979,Tank Top,173.0,2023-04-01,2.6,Credit Card,42,1,4,5,1,111.67
3977,Skirt,39.0,2022-10-07,2.4,Credit Card,33,1,10,4,7,73.21
4057,Wallet,93.0,2022-10-09,4.9,Cash,49,0,10,6,9,96.13
4030,Boots,127.0,2023-03-17,1.8,Cash,4,0,3,4,17,112.36
3976,Dress,102.0,2023-01-26,2.2,Cash,9,0,1,3,26,389.67
3999,Pants,72.0,2022-12-29,2.3,Credit Card,25,1,12,3,29,93.65
4027,Blazer,112.0,2023-01-12,1.8,Credit Card,2,1,1,3,12,103.2
3985,Scarf,111.0,2023-02-17,3.0,Credit Card,31,1,2,4,17,104.89
3994,Blouse,200.0,2023-05-06,1.4,Credit Card,3,1,5,5,6,112.16
4084,Loafers,95.0,2022-11-17,2.3,Credit Card,21,1,11,3,17,105.1
3995,Sun Hat,29.0,2023-05-17,3.9,Cash,37,0,5,2,17,101.88
4009,Scarf,39.0,2023-05-07,4.9,Credit Card,31,1,5,6,7,75.8
4117,Raincoat,99.0,2022-12-16,3.8,Credit Card,28,1,12,4,16,103.58
3962,Sneakers,175.0,2023-01-24,2.9,Cash,35,0,1,1,24,128.5
4032,Blouse,70.0,2023-09-11,3.4,Cash,3,0,9,0,11,93.29
4095,Flip-Flops,54.0,2023-01-15,2.1,Credit Card,11,1,1,6,15,94.06
3990,Belt,177.0,2023-01-11,4.7,Credit Card,1,1,1,2,11,106.69
4045,Sun Hat,170.0,2022-11-29,2.3,Credit Card,37,1,11,1,29,107.46
4064,Sandals,154.0,2022-10-08,2.7,Cash,30,0,10,5,8,115.62
4070,Sandals,124.0,2023-08-27,1.6,Cash,30,0,8,6,27,262.78
4122,Pajamas,154.0,2023-08-14,1.8,Credit Card,24,1,8,0,14,105.42
4031,Coat,170.0,2023-02-23,3.3,Cash,8,0,2,3,23,132.19
4005,Vest,122.0,2023-10-01,2.0,Cash,48,0,10,6,1,112.33
4016,Sandals,161.0,2023-03-04,1.3,Cash,30,0,3,5,4,85.77
4122,Belt,89.0,2023-01-12,4.4,Credit Card,1,1,1,3,12,105.42
4042,Tank Top,19.0,2022-11-21,2.8,Cash,42,0,11,0,21,111.32
4105,Polo Shirt,29.0,2023-03-29,2.8,Cash,26,0,3,2,29,83.22
4044,Scarf,33.0,2023-02-20,3.7,Credit Card,31,1,2,0,20,485.83
4122,Jacket,139.0,2023-02-26,2.0,Credit Card,16,1,2,6,26,105.42
4040,Handbag,158.0,2022-11-30,1.1,Cash,13,0,11,2,30,383.47
4081,Camisole,199.0,2023-01-10,2.6,Cash,6,0,1,1,10,106.95
4108,Sneakers,125.0,2023-05-25,2.9,Cash,35,0,5,3,25,379.33
4097,Tank Top,92.0,2023-05-27,4.7,Cash,42,0,5,5,27,490.75
4070,Backpack,138.0,2023-05-30,1.1,Cash,0,0,5,1,30,262.78
3990,Sunglasses,97.0,2023-04-05,3.5,Cash,38,0,4,2,5,106.69
4035,Wallet,31.0,2023-06-03,3.3,Cash,49,0,6,5,3,601.5
4000,Backpack,54.0,2023-05-05,4.1,Cash,0,0,5,4,5,83.94
4015,Loafers,122.0,2023-05-06,1.4,Cash,21,0,5,5,6,104.57
4080,Coat,166.0,2023-09-21,3.4,Credit Card,8,1,9,3,21,345.67
4030,Pants,82.0,2023-02-07,2.7,Cash,25,0,2,1,7,112.36
3969,Leggings,96.0,2023-08-07,2.8,Cash,20,0,8,0,7,88.09
3994,Belt,23.0,2023-02-28,4.0,Credit Card,1,1,2,1,28,112.16
4047,Pajamas,175.0,2023-01-02,1.3,Cash,24,0,1,0,2,113.0
4029,Jeans,94.0,2023-08-17,2.4,Cash,17,0,8,3,17,84.4
3999,Boots,82.0,2023-02-21,2.7,Cash,4,0,2,1,21,93.65
3998,Sneakers,164.0,2022-11-06,1.0,Credit Card,35,1,11,6,6,123.71
4094,Shorts,95.0,2023-06-01,1.1,Credit Card,32,1,6,3,1,111.13
4003,Shorts,99.0,2023-03-25,1.9,Credit Card,32,1,3,5,25,117.21
4001,Umbrella,177.0,2022-11-22,2.3,Cash,47,0,11,1,22,258.11
